Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State
920 Bob Wallace Ave SW,Bars,Tacos,Barbeque,,Huntsville,2200.8540460386625,Local Taco,False,$$,3.0,87,AL
964 Airport Rd,Wine Bars,Italian,Music Venues,,Huntsville,4526.5283416557095,Luciano,False,$$,4.0,36,AL
370 The Bridge St,Lounges,Sushi Bars,American (New),,Huntsville,5781.994971825312,Scene Restaurant & Lounge,False,$$,3.0,65,AL
110 Southside Square,Bars,Music Venues,,,Huntsville,2594.7311908087654,The Voodoo Lounge,False,$$,4.0,26,AL
7 Town Center Dr NW,Sports Bars,American (Traditional),Burgers,,Huntsville,8437.801883584234,The Brickhouse,False,$$,3.0,67,AL
619 Meridian St N,Bars,American (New),,,Huntsville,2987.8915056241926,Furniture Factory Bar & Grill,False,$$,3.0,41,AL
200 Oakwood Ave NE,Dive Bars,Burgers,American (Traditional),,Huntsville,4059.189062208829,Copper Top Bar and Grill,False,$,4.0,12,AL
4820 University Dr,Bars,American (New),,,Huntsville,4411.644387912947,Ruggby's Food & Spirits,False,$,4.0,13,AL
4800 Whitesburg Dr S,Delis,Bars,American (Traditional),,Huntsville,4823.621730425853,Thirsty Turtle,False,$,4.0,13,AL
200 West Side Square,Irish,Irish Pub,,,Huntsville,2522.9391909030437,Keegan's Public House Huntsville,False,$$,2.5,49,AL
4729 NW University,Sports Bars,American (Traditional),Chicken Wings,,Huntsville,4144.362156278184,Hooters,False,$$,2.5,48,AL
718 Church St NW,Dive Bars,Karaoke,,,Huntsville,2715.677810461676,Moody Monday's,False,$$,4.0,9,AL
1009 Henderson Rd,Irish,Pubs,,,Huntsville,2583.801621847146,Maggie Meyers Irish Pub,False,$$,3.0,21,AL
415 E Church St,Music Venues,Pool Halls,Bars,,Huntsville,2284.2324327159176,SideTracks Music Hall,False,$,5.0,4,AL
9009 Memorial Pkwy SW,Sports Bars,,,,Huntsville,9067.115887026917,Sports Page Lounge & Deli,False,$,4.0,7,AL
111 Jefferson St,Pubs,Sports Bars,,,Huntsville,2566.0038864699395,Jefferson St. Pub,False,$$,3.5,12,AL
6398 University Dr NW,Tattoo,Bars,,,Huntsville,7496.386869666323,CMB Tattoos & Piercings,False,$$,4.0,7,AL
2740 Carl T Jones Dr SE,Bars,American (Traditional),Tex-Mex,,Huntsville,7709.1308641782025,Chili's,False,$$,2.0,27,AL
236 Grove St,Mexican,Bars,,,Jersey City,1694.0416760689566,Taqueria Downtown,False,$$,4.0,1614,NJ
75 9th Ave,Chinese,Bars,Asian Fusion,,New York,4935.956091157201,Buddakan,False,$$$,4.0,3725,NY
275 Grove St,Pizza,Italian,Bars,,Jersey City,1613.113743671856,Razza Pizza Artigianale,False,$$,4.0,732,NJ
341 Grove St,Mexican,Cocktail Bars,,,Jersey City,1529.4843740845101,Orale Mexican Kitchen,False,$$,4.0,967,NJ
22 W 8th St,French,Wine Bars,,,New York,5257.027231580487,Amélie,False,$$,4.5,2406,NY
228 W 10th St,Italian,Cocktail Bars,,,New York,4659.496257116079,L'Artusi,False,$$$,4.5,1650,NY
335 Newark Ave,Cocktail Bars,Tiki Bars,Tapas/Small Plates,,Jersey City,697.7790323131389,Cellar 335,False,$$,4.5,426,NJ
194 Newark Ave,Burgers,Fast Food,Beer Bar,,Jersey City,1234.219463843831,Left Bank Burger Bar,False,$$,4.0,681,NJ
11 Madison Ave,American (New),French,Cocktail Bars,,New York,6325.000420332102,Eleven Madison Park,False,$$$$,4.5,2013,NY
155 W 51st St,French,Lounges,,,New York,7626.822504143005,Le Bernardin,False,$$$$,4.5,2379,NY
95 1st Ave,Seafood,Wine Bars,Beer Bar,,New York,6154.414457670831,Upstate,False,$$,4.5,1686,NY
100 W Houston St,Breakfast & Brunch,American (New),Bars,,New York,5000.376468872341,Jane,False,$$,4.0,3019,NY
353 3rd St,Cocktail Bars,Wine Bars,Tapas/Small Plates,,Jersey City,823.7075535843757,Third & Vine,False,$$,4.5,345,NJ
212 Washington St,Wine Bars,American (New),Italian,,Jersey City,2273.17679940823,Satis Bistro,False,$$$,4.0,622,NJ
8 Stuyvesant St,Cocktail Bars,Speakeasies,,,New York,5941.354002473243,Angel's Share,False,$$,4.5,2002,NY
235 Sullivan St,Thai,Cocktail Bars,Halal,,New York,5079.601923563606,Top Thai Greenwich,False,$$,4.5,1048,NY
218 Newark Ave,Cocktail Bars,Japanese,Whiskey Bars,,Jersey City,1151.185635630779,Ani Ramen House JC,False,$$,4.0,440,NJ
91 E 7th St,Venezuelan,Bars,,,New York,6244.63748875487,Caracas Arepa Bar,False,$$,4.0,2512,NY
333 Washington St,Cuban,Bars,Latin American,,Hoboken,2997.3970287698517,The Cuban Restaurant and Bar,False,$$$,4.0,925,NJ
12 E 12th St,American (New),Bars,,,New York,5613.430985831523,Gotham Bar and Grill,False,$$$$,4.5,1525,NY
351 Grove St,American (New),Bars,Breakfast & Brunch,,Jersey City,1532.5314517536697,Mathews Food & Drink,False,$$,4.0,380,NJ
575 W Side Ave,Pubs,,,,Jersey City,1986.3010314261135,New Park Tavern,False,$,4.5,184,NJ
48 W 17th St,Lounges,Cocktail Bars,,,New York,5637.604999489883,Raines Law Room,False,$$$,4.5,1386,NY
15 E 7th St,Dive Bars,Breweries,Beer Bar,,New York,5891.174793833859,McSorleys Old Ale House,False,$,4.0,1693,NY
99 7th Ave S,French,Cocktail Bars,Steakhouses,,New York,4829.845149243038,Boucherie West Village,False,$$$,4.5,983,NY
30 Water St,Cocktail Bars,,,,New York,4829.693661049615,The Dead Rabbit,False,$$,4.0,1397,NY
42 Grove St,French,Wine Bars,Cocktail Bars,,New York,4703.911461561947,Buvette,False,$$,4.0,1605,NY
90 Bedford St,Desserts,Wine Bars,Mediterranean,,New York,4616.655970335921,The Little Owl,False,$$$,4.0,1235,NY
72 W 36th St,Steakhouses,Desserts,Pubs,,New York,6719.083889788331,Keens Steakhouse,False,$$$$,4.0,2335,NY
156 10th Ave,American (New),Breakfast & Brunch,Wine Bars,,New York,5023.491547588339,Cookshop,False,$$,4.0,1963,NY
516 Jersey Ave,Beer Bar,Hot Dogs,Poutineries,,Jersey City,1276.2514483099978,Würstbar,False,$$,4.5,237,NJ
230 Brunswick St,Burgers,American (New),Cocktail Bars,,Jersey City,819.2837375394137,White Star Bar,False,$$,4.0,393,NJ
236 5th Ave,Mediterranean,Lebanese,Cocktail Bars,,New York,6355.7598881086715,ilili,False,$$$,4.0,2244,NY
176 Newark Ave,Cocktail Bars,Tapas/Small Plates,,,Jersey City,1328.2415283268604,The Archer,False,$$,4.0,260,NJ
364 Grove St,Cocktail Bars,American (Traditional),,,Jersey City,1539.1204922903323,Dullboy,False,$$,4.0,345,NJ
403 W 43rd St,American (New),Cocktail Bars,,,New York,6731.385980836119,Bea,False,$$,4.0,2207,NY
314 W 11th St,Burgers,Bars,Breakfast & Brunch,,New York,4568.749107514241,The Spotted Pig,False,$$$,3.5,2877,NY
199 Washington St,American (New),Bars,Seafood,,Jersey City,2272.341702460221,Light Horse Tavern,False,$$,3.5,614,NJ
377 Greenwich St,Italian,Cocktail Bars,Breakfast & Brunch,,New York,4233.789982561677,Locanda Verde,False,$$$,4.0,1529,NY
97 Sullivan St,American (Traditional),Cocktail Bars,,,New York,4762.162979062638,Blue Ribbon Brasserie - SoHo,False,$$$,4.5,894,NY
57 Great Jones St,Japanese,Cocktail Bars,,,New York,5659.63842427084,Bohemian Restaurant,False,$$$,4.5,709,NY
510 Hudson St,American (New),Diners,Cocktail Bars,,New York,4565.489511991634,Employees Only,False,$$$,4.0,1388,NY
163 Newark Ave,Bars,Sandwiches,Arcades,,Jersey City,1369.5343815292554,Barcade,False,$$,4.0,497,NJ
79 Baxter St,Whiskey Bars,,,,New York,5158.820918063088,Whiskey Tavern,False,$$,4.5,744,NY
60 E 65th St.,French,American (Traditional),Cocktail Bars,,New York,8948.652196994075,Daniel,False,$$$$,4.5,1506,NY
22 W 32nd St,Korean,Barbeque,Beer Bar,,New York,6553.737460538944,Jongro BBQ,False,$$,4.0,1530,NY
307 W 47th St,Cocktail Bars,American (New),Breakfast & Brunch,,New York,7147.318116743065,Dutch Freds,False,$$,4.5,1194,NY
162 E Broadway,Mexican,Vegan,Bars,,New York,5981.352240831559,Jajaja,False,$$,4.5,623,NY
54 Stone St,Pizza,Italian,Beer Bar,,New York,4830.962917205636,Adrienne's Pizzabar,False,$$,4.0,1523,NY
370 W 51st St,Pizza,Italian,Wine Bars,,New York,7308.308755275009,B Side Pizza & Wine Bar,False,$$,4.5,983,NY
135 W 1300th S,Burgers,Bars,American (New),,Salt Lake City,11609.337734150495,Lucky 13,False,$$,4.0,1469,UT
275 S 200th W,Gluten-Free,Vegan,Cocktail Bars,,Salt Lake City,13051.945273887048,Zest Kitchen & Bar,False,$$,4.5,672,UT
3671 S Constitution Blvd,Sports Bars,American (Traditional),Chicken Wings,,West Valley City,4483.114793702569,Winger's,False,$$,3.5,80,UT
365 W 400th S,American (New),Cocktail Bars,Tapas Bars,,Salt Lake City,12496.815908747703,Tin Angel,False,$$,4.0,360,UT
404 S West Temple,Italian,Wine Bars,Cocktail Bars,,Salt Lake City,12962.074155673996,Caffé Molise,False,$$,4.0,517,UT
3451 S 5600 W,Sports Bars,Pubs,Burgers,,West Valley City,2059.549859879489,Copper Creek Pub & Grub,False,$$,3.0,83,UT
165 W 900 S,Tapas Bars,Wine Bars,Tapas/Small Plates,,Salt Lake City,12096.521299397462,Meditrina,False,$$,4.0,275,UT
3601 S 2700 W,American (Traditional),Bars,Burgers,,West Valley City,4564.466978962702,TGI Fridays,False,$$,3.0,65,UT
20 South 400 W,Steakhouses,Wine Bars,Seafood,,Salt Lake City,13062.233738663213,Fleming's Prime Steakhouse - Salt Lake City,False,$$$,4.0,329,UT
920 Jordan River Blvd,Bars,American (New),Golf,,Midvale,10331.155936483487,Topgolf,False,$$,3.5,276,UT
Salt Lake International Airport,American (Traditional),Pubs,,,Salt Lake City,11915.652707823852,Squatters Pub and Beers,False,$$,3.5,395,UT
677 S 200th W,Cinema,Pubs,,,Salt Lake City,12424.764648190616,Brewvies Cinema Pub,False,$$,4.0,256,UT
3318 S Decker Lake Dr,Sports Bars,,,,West Valley City,5473.802417542608,Bout Time Pub & Grub,False,$$,2.5,106,UT
1199 Beck St,Bars,Music Venues,Burgers,,Salt Lake City,15221.642040447483,Garage On Beck,False,$$,4.0,298,UT
608 W 700th S,Breweries,Pubs,"Beer, Wine & Spirits",,Salt Lake City,11649.47110913784,Kiitos Brewing,False,$$,4.5,58,UT
2927 S 5600th W,Chicken Wings,American (Traditional),Sports Bars,,West Valley City,2984.864178932543,Buffalo Wild Wings,False,$$,2.0,184,UT
155 W 200 S,Cocktail Bars,Lounges,Mexican,,Salt Lake City,13226.602859799263,Lake Effect,False,$$,4.0,202,UT
163 W 900th S,Cocktail Bars,,,,Salt Lake City,12093.216673602336,Water Witch,False,$$,4.0,71,UT
7211 Plaza Center Dr,Sports Bars,Pubs,Burgers,,West Jordan,7407.322692539225,Bout Time Pub & Grub,False,$$,3.5,91,UT
776 N Terminal Dr,Tapas/Small Plates,Wine Bars,Breakfast & Brunch,,Salt Lake City,11767.750948873423,Vino Volo Ale House,False,$$,3.5,161,UT
7101 S Bingham Junction Blvd,Sports Bars,Pubs,American (Traditional),,Midvale,10537.52363969661,Mid City Pub & Grill,False,$$,3.5,88,UT
677 S 200th W,American (Traditional),Sports Bars,Breakfast & Brunch,,Salt Lake City,12405.687379182256,Legends Sports Pub,False,$$,3.5,169,UT
242 S 200th W,Pubs,American (Traditional),Pizza,,Salt Lake City,13042.614016911173,Poplar Street Pub,False,$$,3.5,185,UT
1520 W 9000th S,Burgers,Sports Bars,Food Court,,West Jordan,12261.017717146566,The Black Sheep Bar & Grill,False,$$,4.0,90,UT
776 N Terminal Dr,Airport Lounges,,,,Salt Lake City,11759.684311946125,Delta Sky Club,False,$$,3.5,123,UT
3075 S 5600 W,American (Traditional),Tex-Mex,Bars,,West Valley City,2711.1778102027483,Chili's,False,$$,2.0,60,UT
270 S Rio Grande St,Mexican,Cafes,Cocktail Bars,,Salt Lake City,12565.505887177012,Rio Grande Cafe,False,$$,3.5,131,UT
776 N Terminal Dr,American (Traditional),Distilleries,Cocktail Bars,,Salt Lake City,11740.829623942587,High West Saloon,False,$$,3.5,62,UT
736 S Blue Vista Ln,Chicken Wings,Sports Bars,,,Midvale,10795.214325382492,Trolley Wing Company,False,$$,3.5,103,UT
7268 Plaza Center Dr,American (Traditional),Sports Bars,Burgers,,West Jordan,7491.017018834192,Iggy's Sports Grill,False,$$,3.0,97,UT
2175 W City Center Ct,American (Traditional),Sports Bars,Burgers,,West Valley City,5457.501901142427,Applebee's Grill + Bar,False,$$,2.0,46,UT
191 S Rio Grande St,Pizza,Italian,Wine Bars,,Salt Lake City,12800.399005302132,MidiCi The Neapolitan Pizza Company,False,$$,4.0,50,UT
5592 S Redwood Rd,Sports Bars,Pubs,,,Taylorsville,6863.010577458967,Bout Time Pub and Grub,False,$$,3.0,45,UT
3360 S Redwood Rd,Bars,Karaoke,Pool Halls,,Salt Lake City,6147.693455697367,"Westerner Dance Hall, Bar & Grill",False,$$,3.0,45,UT
5001 Wiley Post Way,Sports Bars,Breakfast & Brunch,American (Traditional),,Salt Lake City,10033.267789399837,Wingtips Bar & Bistro,False,$$,3.5,33,UT
169 S Rio Grande St,American (New),Pubs,,,Salt Lake City,12788.159557383306,Bout Time Pub & Grub - Salt Lake City,False,$$,3.0,116,UT
140 S Rio Grande St,Bars,Arcades,American (Traditional),,Salt Lake City,12825.60554720461,Dave & Buster's,False,$$,3.0,138,UT
2106 Wn Temple,Bars,American (New),,,Salt Lake City,11041.785133718631,Lofte's Private Club & Restaurant,False,$$,3.0,77,UT
7662 Main St,Pubs,Pool Halls,Karaoke,,Midvale,11439.405402023323,Old Towne Tavern,False,$,4.0,15,UT
102 S 600th W,Gay Bars,,,,Salt Lake City,12620.534641021439,The Sun Trapp,False,$$,3.0,51,UT
5678 S Redwood Rd,Sports Bars,Burgers,American (Traditional),,Taylorsville,6999.850090431466,Applebee's Grill + Bar,False,$$,2.5,40,UT
163 W 200th S,Bars,,,,Salt Lake City,13177.87669920348,Patrick's Pub,False,$,3.5,30,UT
3153 W 2100th S,Bars,American (New),,,Salt Lake City,5940.747763823005,Club Lone Star,False,$$,4.0,10,UT
502 S Redwood Rd,Bars,,,,Salt Lake City,10235.997471230294,Redwood Lounge,False,$,4.5,7,UT
3629 W Center Park Dr,Bars,Tex-Mex,American (Traditional),,West Jordan,7496.227625706666,Chili's,False,$$,2.0,73,UT
149 Pierpont Ave,Venues & Event Spaces,Lounges,,,Salt Lake City,13122.65586794025,Sky SLC,False,$$,3.0,67,UT
751 N 300th W,Bars,,,,Salt Lake City,14688.685177427798,Handlebar,False,$$,4.0,20,UT
545 W 700 S,Mexican,Bars,,,Salt Lake City,11664.98341879674,Rico Cocina Y Tequila Bar,False,$$,3.5,19,UT
536 West 100 S,Bars,Music Venues,,,Salt Lake City,12803.091910708015,The Complex,False,$$,2.5,71,UT
75 Arms St,Cocktail Bars,American (Traditional),,,Manchester,1520.329854142726,Cotton,False,$$,4.0,353,NH
149 Hanover St,Steakhouses,American (Traditional),Bars,,Manchester,937.4071046722095,Hanover Street Chophouse,False,$$$$,4.5,200,NH
837 Second St,Barbeque,American (Traditional),Cocktail Bars,,Manchester,2489.3914628778966,KC's Rib Shack,False,$$,4.0,405,NH
931 Elm St,Bars,American (New),,,Manchester,1119.6948627060817,The Birch on Elm,False,$$,4.5,127,NH
969 Elm St,Italian,Wine Bars,Mediterranean,,Manchester,1183.8088299773492,Campo Enoteca,False,$$,4.5,142,NH
22 Concord St,American (New),Desserts,Bars,,Manchester,1244.5904237178406,Firefly American Bistro & Bar,False,$$,3.5,256,NH
50 Commercial St,American (Traditional),Chicken Wings,Cocktail Bars,,Manchester,1220.326483583088,The Foundry Restaurant,False,$$$,3.5,286,NH
677 Hooksett  Rd,Italian,Mediterranean,Cocktail Bars,,Manchester,3968.656328484917,Villaggio Ristorante,False,$$,4.0,129,NH
88 Market St,American (Traditional),Pubs,Mediterranean,,Manchester,1178.1244074970684,Strange Brew Tavern,False,$$,3.5,240,NH
1181 Elm St,American (Traditional),"Beer, Wine & Spirits",Bars,,Manchester,1485.0584497304344,The Farm Bar & Grille,False,$$,3.5,234,NH
23 Central St,American (New),Pubs,,,Manchester,797.4980361807189,Central Ale House,False,$$,4.0,108,NH
100 Hanover St,Bars,American (New),,,Manchester,1005.1518108040997,Ignite Bar & Grille,False,$$,4.0,132,NH
1211 S Mammoth Rd,Breweries,Pubs,American (Traditional),,Manchester,6279.464776169321,Backyard Brewery,False,$$,3.5,177,NH
1071 S Willow St,British,Pubs,,,Manchester,2769.7062727529246,British Beer Company,False,$$,3.5,185,NH
815 Elm St,Cocktail Bars,,,,Manchester,967.7078194034611,815,False,$$,4.5,50,NH
15 Leavy Dr,American (New),Wine Bars,Comfort Food,,Bedford,4889.340295091652,Copper Door,False,$$$,4.0,450,NH
21 Kosciuszko St,Irish Pub,,,,Manchester,1331.1308761154585,The Wild Rover,False,$$,4.0,86,NH
827 Elm St,Venues & Event Spaces,Lounges,Tapas/Small Plates,,Manchester,1001.3980363765736,XO on Elm,False,$$$,3.5,122,NH
37 Manchester St,Gay Bars,American (Traditional),,,Manchester,976.214227812432,Doogie's Bar & Grill,False,$$,4.5,26,NH
909 Elm St,Pubs,Irish,Music Venues,,Manchester,1116.8008725172783,The Shaskeen,False,$$,3.5,92,NH
494 Elm St,Irish,Bars,American (Traditional),,Manchester,714.3952042713905,Murphy's Taproom,False,$$,3.5,121,NH
34 Tarrytown Rd,Sports Bars,American (Traditional),Sandwiches,,Manchester,1650.7887627785392,Billy's Sportsbar,False,$$,3.5,85,NH
795 Elm St,Sports Bars,Burgers,American (Traditional),,Manchester,958.9092619413009,Thirsty Moose Taphouse,False,$$,3.0,136,NH
193 River Rd,American (Traditional),Burgers,Pubs,,Bedford,4616.204369168448,River Road Tavern,False,$$,3.5,224,NH
1050 Bicentennial Dr,Mexican,Bars,,,Manchester,4119.426191817577,Shorty's Mexican Roadhouse,False,$$,3.5,94,NH
1037 Elm St,Mexican,Bars,,,Manchester,1252.780994299809,Margaritas Mexican Restaurant,False,$$,3.0,116,NH
972 Elm St,Tobacco Shops,Cigar Bars,,,Manchester,1195.401660424048,Castro's Back Room,False,$,4.5,20,NH
1279 S Willow St,American (Traditional),Sports Bars,,,Manchester,3088.546342729491,South Side Tavern,False,$$,4.5,14,NH
1685 South Willow St,Seafood,Pubs,Sandwiches,,Manchester,3804.907170920283,99 Restaurants,False,$$,3.5,44,NH
1292 Hooksett Rd,Steakhouses,American (Traditional),Beer Bar,,Hooksett,7643.645173375257,New England's Tap House Grille,False,$$,3.5,240,NH
761 Mast Rd,American (Traditional),Bars,,,Manchester,3649.593663726707,Ollie's,False,$$,3.5,38,NH
1055 Elm St,Gay Bars,,,,Manchester,1280.3603907582515,Element Lounge,False,$$,3.5,21,NH
1461 Hooksett Rd,Tapas/Small Plates,Cocktail Bars,,,Hooksett,9789.57345926952,Granite Tapas & Cocktail Lounge,False,$$,4.5,55,NH
101 S Commercial St,Bars,American (Traditional),Sandwiches,,Manchester,883.9328411047363,The Patio,False,$$,3.5,18,NH
1500 S. Willow Street,Chicken Wings,Sports Bars,American (Traditional),,Manchester,3477.753422803644,Buffalo Wild Wings,False,$$,2.5,77,NH
554 Front St,Pizza,Sports Bars,,,Manchester,3662.8985396243247,Seasons Tickets Sports Pub,False,$,3.0,42,NH
1279 S Willow St,Sports Bars,,,,Manchester,3098.404737727627,"Jokers Bar, Bistro, & Entertainment",False,$$,3.0,27,NH
950 Elm St,Bars,American (Traditional),,,Manchester,1174.6715850423254,Bonfire Country Bar,False,$$,3.0,38,NH
80 Perkins Rd,Tobacco Shops,Lounges,Cigar Bars,,Londonderry,9900.73130895245,Twins Smoke Shop,False,$$,5.0,24,NH
1097 Elm St,Dive Bars,Burgers,Sandwiches,,Manchester,1344.9650811752463,McGarvey's,False,$,3.0,29,NH
830 S Willow St,Chinese,Buffets,Lounges,,Manchester,2290.5158126930487,New Yee Dynasty,False,$$,2.5,58,NH
641 Daniel Webster Hwy,American (Traditional),Pubs,,,Merrimack,10564.0730353668,The Homestead Restaurant & Tavern,False,$$,3.5,143,NH
50 Old Granite St,Sports Bars,American (Traditional),Chicken Wings,,Manchester,870.1544663543012,Club Manchvegas,False,$$,3.5,14,NH
712 Valley St,Pizza,Lounges,,,Manchester,895.8469877927208,Luigi's Pizza Bar & Grille,False,$$,3.0,24,NH
951 N Haven Ave,Pizza,Beer Bar,,,Ontario,5244.761756451686,5 Star Pizza,False,$,4.5,618,CA
4553 E Mills Cir,Seafood,Venues & Event Spaces,Bars,,Ontario,7021.33633078171,Market Broiler Ontario,False,$$,4.0,1107,CA
8318 Foothill Blvd,Steakhouses,Wine Bars,Venues & Event Spaces,,Rancho Cucamonga,1033.7831365011862,Sycamore Inn,False,$$$,3.5,688,CA
8009 Day Creek Blvd,Burgers,Beer Bar,American (Traditional),,Rancho Cucamonga,7145.79025866005,Slater's 50/50 - Rancho Cucamonga,False,$$,4.0,2608,CA
8821 Central Ave,Bakeries,Gastropubs,Bars,,Montclair,7161.495915008196,Dolce Bistro & Bakery,False,$$,4.0,1441,CA
7905 Monet Ave,Steakhouses,Wine Bars,Seafood,,Rancho Cucamonga,7305.162348994678,Fleming's Prime Steakhouse & Wine Bar - Rancho Cucamonga,False,$$$,4.0,1337,CA
3680 Inland Empire Blvd,Mexican,Bars,Breakfast & Brunch,,Ontario,6042.66432179361,El Torito,False,$$,3.5,416,CA
580 W 1st St,American (New),Burgers,Bars,,Claremont,10063.452104805387,Eureka!,False,$$,4.0,2311,CA
4120 E 4th St,Sports Bars,Bowling,Arcades,,Ontario,6073.661620544591,Big Al's,False,$$,3.5,596,CA
3640 Porsche Way,Steakhouses,Sports Bars,American (Traditional),,Ontario,5997.049063255436,Black Angus Steakhouse,False,$$,3.5,389,CA
12225 East Foothill Blvd,American (New),Burgers,Beer Bar,,Rancho Cucamonga,6956.36633339967,Rock & Brews - Rancho Cucamonga,False,$$,4.0,1116,CA
392 A St,Mediterranean,American (Traditional),Hookah Bars,,Upland,3419.3552417211417,Eden Garden Fusion Grill,False,$$,4.5,267,CA
12370 S Mainstreet,Wine Bars,Tuscan,Breakfast & Brunch,,Rancho Cucamonga,7252.1324478084425,Brio Tuscan Grille,False,$$,4.0,1217,CA
158 W Foothill Blvd,Japanese,Sushi Bars,Beer Bar,,Upland,3669.129606289352,Maru Sushi,False,$$,4.0,259,CA
8916 E Foothill Blvd,Mediterranean,Bars,,,Rancho Cucamonga,474.1699391853669,The Diplomat Bar & Grill,False,$$,4.5,79,CA
401 N Euclid Ave,Mexican,Sports Bars,,,Ontario,5917.433108332009,Gloria's Cocina Mexicana,False,$$,3.5,304,CA
1945 N Campus Ave,Tacos,Bars,New Mexican Cuisine,,Upland,3393.3470478941117,Tacocino Gourmet Tacos,False,$$,4.0,352,CA
950 Ontario Mills Dr,Steakhouses,Wine Bars,Venues & Event Spaces,,Ontario,7334.548865430261,New York Grill,False,$$$,3.5,297,CA
1041 E 16th St,American (New),Sports Bars,,,Upland,2455.746817413466,Roundin 3rd,False,$$,4.5,121,CA
502 W 1st St,American (New),Burgers,Cocktail Bars,,Claremont,9935.804023952269,The Whisper House,False,$$,4.0,1161,CA
12473 N Main St,American (New),Bars,Vegetarian,,Rancho Cucamonga,7474.874787155851,Yard House,False,$$,3.5,1228,CA
6321 Haven Ave,American (Traditional),Sports Bars,,,Rancho Cucamonga,4797.798374554262,Septembers Taproom & Eatery,False,$$,4.0,503,CA
247 N 2nd Ave,Pubs,Pizza,,,Upland,3521.8766997489174,Paulie's Pizza Pub,False,$$,4.0,208,CA
2440 W Arrow Rte,Modern European,Cocktail Bars,,,Upland,8005.602703467498,Nunos Bistro & Bar,False,$$,4.5,420,CA
7900 Kew Ave,American (Traditional),Bars,Burgers,,Rancho Cucamonga,7621.832798821961,The State,False,$$,4.0,692,CA
121 W Foothill Blvd,French,Wine Bars,Desserts,,Upland,3637.7000893815875,Le Gourmet,False,$$,4.5,112,CA
10002 6th St,Breweries,Bars,,,Rancho Cucamonga,3728.729986190041,Rowdy's Brew Co,False,$,4.5,105,CA
2425 S Grove Ave,Sports Bars,Beer Bar,Karaoke,,Ontario,9165.846650254478,The Office Bar,False,$,3.5,161,CA
4821 Mills Cir,Arcades,American (Traditional),Bars,,Ontario,7372.854752914032,Dave & Buster's,False,$$,2.5,824,CA
9037 Arrow Rt,Breweries,Beer Bar,,,Rancho Cucamonga,1490.6591040847154,No Clue Craft Brewery,False,$,4.0,94,CA
101 N Indian Hill Blvd,Sushi Bars,Japanese,Bars,,Claremont,9863.775880743724,Kazama Sushi,False,$$,4.0,652,CA
210 A St,Tobacco Shops,Bars,,,Upland,3595.688799358063,Pacific Wine Merchants,False,$$,4.5,86,CA
206 W Bonita Ave,American (New),Desserts,Bars,,Claremont,9571.67047250785,Bardot,False,$$,4.0,858,CA
1651 W Foothill Blvd,Italian,Bars,Salad,,Upland,6283.6467868553955,Spaggi's,False,$$$,4.0,256,CA
1883 N Campus Ave,American (New),Bars,,,Upland,3410.6199612950554,The Heights,False,$$,3.5,326,CA
9740 19th St,Bars,American (Traditional),,,Rancho Cucamonga,3236.842526685017,HK's Bar & Grill,False,$$,4.0,201,CA
987 W Foothill Blvd,Hookah Bars,Tobacco Shops,Head Shops,,Upland,4723.293252770461,Lava Hookah Lounge & Smoke Shop,False,$,4.5,118,CA
11425 Foothill Blvd,Burgers,Sports Bars,American (Traditional),,Rancho Cucamonga,5337.985760640691,Islands Restaurant,False,$$,4.0,263,CA
2507 S Euclid Ave,Sports Bars,Pool Halls,,,Ontario,9785.486318313746,N8's Billiards,False,$,4.5,30,CA
232 Yale Ave,American (New),Cocktail Bars,,,Claremont,9650.4693163284,Union On Yale,False,$$,4.0,721,CA
1520 N Mountain Ave,Sports Bars,Chicken Wings,American (New),,Ontario,5769.540475700535,Legends Wings & Brews,False,$$,3.5,201,CA
11260 4th St,American (Traditional),Pizza,Sports Bars,,Rancho Cucamonga,6247.953906307466,4th & Mill,False,$$,3.5,413,CA
750 N Archibald Ave,Sports Bars,Pubs,Pool Halls,,Ontario,4786.256094595395,Spectators Sports Bar,False,$,4.0,49,CA
8689 9th St,Steakhouses,Bars,Seafood,,Rancho Cucamonga,1623.801499473394,Cask 'n Cleaver Steakhouse,False,$$,3.0,196,CA
4323 Mills Cir,Hookah Bars,,,,Ontario,6546.0691621785645,Velvet Room,False,$,3.5,104,CA
5258 Riverside Dr,Breakfast & Brunch,Bars,American (Traditional),,Chino,12311.581243477602,Riverside Grill & Bar,False,$$,4.0,596,CA
725 N Milliken Ave,American (Traditional),Sports Bars,Chicken Wings,,Ontario,6788.732100698555,Hooters,False,$$,2.5,335,CA
4451 Ontario Mills Pkwy,Hookah Bars,,,,Ontario,7109.242156927952,Falak Ultra Hookah Lounge,False,$,4.5,35,CA
1173 E 19th St,Pizza,Sports Bars,Breweries,,Upland,3186.5880760495393,Oggi's,False,$$,3.0,329,CA
2900 E Airport Dr,American (New),Burgers,Beer Bar,,Ontario,6107.449241000418,Rock & Brews,False,$$,4.0,64,CA
155 E Commerce St,Lounges,Burgers,American (Traditional),,San Antonio,8054.697723522756,The Esquire Tavern,False,$$,4.0,2236,TX
6989 Blanco Rd,Pizza,Italian,Wine Bars,,San Antonio,2847.43477443366,Dough Pizzeria Napoletana,False,$$,4.0,1419,TX
