Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State,Top-Bottom
25 N San Pedro St,Irish Pub,,,,San Jose,2241.2493714988937,O'Flaherty's Irish Pub,False,$$,4.0,494,CA,2.5 Mile Radius
72 E Santa Clara St,Mexican,Bars,Seafood,,San Jose,2281.920461770788,Muchos Restaurant and Bar,False,$,4.0,416,CA,2.5 Mile Radius
162 Jackson St,Lounges,Karaoke,,,San Jose,3662.709908376683,7 Bamboo Lounge,False,$$,4.0,396,CA,2.5 Mile Radius
73 N San Pedro St,Bars,American (Traditional),,,San Jose,2355.638062316797,The Old Wagon Saloon and Grill,False,$$,3.5,854,CA,2.5 Mile Radius
151 S 2nd St,French,Vietnamese,Cocktail Bars,,San Jose,1924.5297992247918,Élyse Restaurant,False,$$,4.5,178,CA,2.5 Mile Radius
368 Santana Row,Wine Bars,,,,San Jose,5541.503576980384,Vintage Wine Bar,False,$$,4.0,352,CA,5 Mile Radius
1502 Saratoga Ave,Breakfast & Brunch,Cocktail Bars,American (New),,San Jose,9425.36202902572,The Blue Door Restaurant & Bar,False,$$,3.5,752,CA,7.5 Mile Radius
3153 Meridian Ave,Breakfast & Brunch,American (Traditional),Beer Bar,,San Jose,5659.725828059279,Jack Holder's Restaurant & Bar,False,$$,4.0,363,CA,5 Mile Radius
378 Santana Row,Bars,American (New),Seafood,,San Jose,5547.078579037329,Village California Bistro & Wine Bar,False,$$,3.0,1399,CA,5 Mile Radius
211 S 1st St,American (New),Asian Fusion,Lounges,,San Jose,1765.9677237781284,Mosaic Restaurant,False,$$,3.5,509,CA,2.5 Mile Radius
90 S 2nd St,Lounges,American (Traditional),Venues & Event Spaces,,San Jose,2103.2041434256967,Loft Bar & Bistro,False,$$,3.0,1141,CA,2.5 Mile Radius
399 N Capitol Ave,Vietnamese,Bars,,,San Jose,7059.18163310179,Pho Tick Tock,False,$$,4.0,314,CA,5 Mile Radius
398 E Santa Clara St,Hookah Bars,,,,San Jose,2622.556049245669,Cloudz Hookah Lounge,False,$$,5.0,86,CA,2.5 Mile Radius
368 Santana Row,Mexican,Bars,Music Venues,,San Jose,5562.169173820337,El Jardin Tequila Bar & Restaurant,False,$$,3.5,1088,CA,5 Mile Radius
8777 N Scottsdale Rd,Breakfast & Brunch,Bars,American (New),,Scottsdale,11316.724817527358,Hash Kitchen,False,$$,4.5,1925,AZ,7.5 Mile Radius
14832 N Frank Lloyd Wright Blvd,Breakfast & Brunch,American (Traditional),Cocktail Bars,,Scottsdale,4131.41501638705,Hash Kitchen,False,$$,4.5,853,AZ,5 Mile Radius
15323 N Scottsdale Rd,Seafood,Steakhouses,Lounges,,Scottsdale,5817.68319132651,Eddie V's Prime Seafood,False,$$$,4.5,515,AZ,5 Mile Radius
15745 N Hayden Rd,Pubs,Breweries,American (New),,Scottsdale,3666.4741824921703,Four Peaks Grill & Tap,False,$$,4.0,625,AZ,2.5 Mile Radius
15323 N Scottsdale Rd,Mexican,Bars,Breakfast & Brunch,,Scottsdale,5861.604335647729,SOL Mexican Cocina,False,$$,4.0,996,AZ,5 Mile Radius
11055 N Scottsdale Rd,Burgers,Bars,Salad,,Scottsdale,9229.864559966129,Hopdoddy Burger Bar,False,$$,4.0,973,AZ,7.5 Mile Radius
15045 N Kierland Blvd,Seafood,Steakhouses,Lounges,,Scottsdale,6430.228703717508,Mastro's Ocean Club,False,$$$$,4.0,695,AZ,5 Mile Radius
8220 N Hayden Rd,American (New),Cocktail Bars,,,Scottsdale,11533.88415129542,Twisted Grove Parlor + Bar,False,$$,4.0,536,AZ,7.5 Mile Radius
8608 E Shea Blvd,Beer Bar,American (Traditional),Brewpubs,,Scottsdale,8498.014890627499,Scottsdale Beer Company,False,$$,4.0,486,AZ,7.5 Mile Radius
15323 N Scottsdale Rd,Wine Bars,American (New),Cocktail Bars,,Scottsdale,5833.9058105460535,Sorso Wine Room,False,$$,4.5,280,AZ,5 Mile Radius
14850 N Northsight Blvd,Pizza,Sports Bars,American (New),,Scottsdale,4675.928953021089,K O'Donnell's Sports Bar & Grill,False,$$,4.0,414,AZ,5 Mile Radius
7030 E Greenway Pkwy,Wine Bars,Breakfast & Brunch,Italian,,Scottsdale,6359.844896502353,Postino Kierland,False,$$,4.0,400,AZ,5 Mile Radius
16489 N Scottsdale Rd,Steakhouses,Seafood,Wine Bars,,Scottsdale,5172.369609212378,The Capital Grille,False,$$$,4.0,325,AZ,5 Mile Radius
6339 E Greenway Rd,Italian,Wine Bars,,,Scottsdale,7394.486808207614,Tutti Santi,False,$$,4.0,288,AZ,5 Mile Radius
10115 E Bell Rd,Sushi Bars,Lounges,Japanese,,Scottsdale,2339.125243465785,Nori Sushi Scottsdale,False,$$,4.0,197,AZ,2.5 Mile Radius
14202 N Scottsdale Rd,Dive Bars,American (New),Pubs,,Scottsdale,6801.452700915827,The Rooster Tavern,False,$$,4.5,212,AZ,5 Mile Radius
20751 N Pima Rd,American (New),Wine Bars,Cafes,,Scottsdale,2338.677000899495,The Living Room,False,$$,4.0,247,AZ,2.5 Mile Radius
7366 E Shea Blvd,Pizza,Italian,Wine Bars,,Scottsdale,9304.102546985416,il Capo Pizzeria,False,$$,4.0,275,AZ,7.5 Mile Radius
7342 E Shea Blvd,Wine Bars,Beer Bar,,,Scottsdale,9353.86642138133,GWIN Wine and Beer,False,$$,4.5,130,AZ,7.5 Mile Radius
8787 N Scottsdale Rd,American (New),Bars,Steakhouses,,Scottsdale,11357.244349579556,Village Tavern,False,$$,4.0,389,AZ,7.5 Mile Radius
15688 N Pima Rd,Irish,Irish Pub,Music Venues,,Scottsdale,3634.432884364046,The Skeptical Chymist,False,$$,3.5,389,AZ,2.5 Mile Radius
15515 N Hayden Rd,Cinema,American (Traditional),Bars,,Scottsdale,3867.9920498721776,Studio Movie Grill,False,$$,3.0,763,AZ,2.5 Mile Radius
8787 E Frank Lloyd Wright,Sports Bars,American (Traditional),American (New),,Scottsdale,3513.977856063427,Twin Peaks,False,$$,3.5,437,AZ,2.5 Mile Radius
10135 E Via Linda,French,Wine Bars,Seafood,,Scottsdale,9349.231141375736,Voila French Bistro and Wine Bar,False,$$,4.5,171,AZ,7.5 Mile Radius
14692 N Frank Lloyd Wright Blvd,Wine Bars,Italian,,,Scottsdale,4295.68963769702,La Cucina Bistro & Wine Bar,False,$$,4.5,118,AZ,5 Mile Radius
8700 E Pinnacle Peak Rd,Bars,Seafood,Steakhouses,,Scottsdale,4936.442055305793,Preston's Steakhouse,False,$$$,4.0,200,AZ,5 Mile Radius
8880 E Via Linda,American (Traditional),Sports Bars,,,Scottsdale,9919.197447267105,Tavern Grille Scottsdale,False,$$,4.0,242,AZ,7.5 Mile Radius
10155 E Vía Linda,Mexican,Salad,Bars,,Scottsdale,9294.432147805932,Hacienda's Mex Grill,False,$$,4.5,137,AZ,7.5 Mile Radius
17025 North Scottsdale Rd,Wine Bars,American (Traditional),Tapas Bars,,Scottsdale,5057.081344094711,Uncorked Wine Lounge & Eatery,False,$$,4.5,94,AZ,5 Mile Radius
20753 N Pima Rd,Steakhouses,Wine Bars,,,Scottsdale,2360.5666282115008,Flemings Prime Steakhouse & Wine Bar,False,$$$,3.5,238,AZ,2.5 Mile Radius
9030 E Via Linda,Chinese,Sports Bars,,,Scottsdale,9805.14980562374,Qwik's Chinese Bistro,False,$,4.0,169,AZ,7.5 Mile Radius
18529 N Scottsdale Rd,Burgers,Bars,American (Traditional),,Scottsdale,4775.188520002133,Cold Beers & Cheeseburgers,False,$$,4.0,171,AZ,5 Mile Radius
23207 N Scottsdale Rd,Seafood,Steakhouses,Wine Bars,,Scottsdale,6405.531939408103,Eddie Merlot's,False,$$$,4.0,149,AZ,5 Mile Radius
20831 N Scottsdale Rd,Italian,Cocktail Bars,,,Scottsdale,5027.312313828434,Parma Italian Roots,False,$$,4.0,111,AZ,5 Mile Radius
20715 N Pima Rd,Lounges,Tobacco Shops,Cocktail Bars,,Scottsdale,2276.544572742311,CEDAR ROOM Fine Cigars & Lounge,False,$$,5.0,31,AZ,2.5 Mile Radius
7605 E Pinnacle Peak Rd,American (New),Bars,Salad,,Scottsdale,5874.776516990759,Rhythm and Wine,False,$$,3.5,167,AZ,5 Mile Radius
23623 N Scottsdale Rd,Seafood,Steakhouses,Cocktail Bars,,Scottsdale,6698.296632445107,The Bourbon Cellar,False,$$$,4.0,135,AZ,5 Mile Radius
23655 N Scottsdale Rd,Italian,Desserts,Wine Bars,,Scottsdale,6810.091405933791,Tomaso's When in Rome,False,$$$,4.0,143,AZ,5 Mile Radius
17050 N Thompson Peak Pkwy,Italian,Wine Bars,Pizza,,Scottsdale,2092.870342541936,Sophia's Kitchen,False,$$,4.5,54,AZ,2.5 Mile Radius
20751 N Pima Rd,Sports Bars,American (Traditional),Cocktail Bars,,Scottsdale,2330.51893479074,All American Modern Sports Grill,False,$$,3.5,150,AZ,2.5 Mile Radius
7116 E Becker Ln,Bars,Music Venues,American (Traditional),,Scottsdale,9636.89587239543,Handlebar J,False,$$,3.5,191,AZ,7.5 Mile Radius
23335 N Scottsdale Rd,Wine Bars,American (Traditional),,,Scottsdale,6530.427273675792,PNPK,False,$$,4.0,148,AZ,5 Mile Radius
9261 E Vía De Ventura,American (New),Sports Bars,,,Scottsdale,11646.472801317195,Backyards,False,$$,4.0,102,AZ,7.5 Mile Radius
15111 N Hayden Rd,Barbeque,Bars,Sandwiches,,Scottsdale,4818.936712532659,Fresh BBQ Innovations,False,$$,4.5,76,AZ,5 Mile Radius
15030 N Scottsdale Rd,Bars,American (Traditional),Hot Dogs,,Scottsdale,6287.49917898225,Shake Shack,False,$$,3.5,137,AZ,5 Mile Radius
13610 N Scottsdale Rd,Sports Bars,American (Traditional),,,Scottsdale,7192.268672013886,The Hangar Food and Spirits,False,$$,4.0,82,AZ,5 Mile Radius
10767 N 116th St,American (Traditional),Bars,Burgers,,Scottsdale,9087.73175126411,Cold Beers & Cheeseburgers,False,$$,3.5,194,AZ,7.5 Mile Radius
1906 Van Ness Ave,American (Traditional),Steakhouses,Wine Bars,,San Francisco,3819.642257655711,House of Prime Rib,False,$$$,4.0,6769,CA,2.5 Mile Radius
Pier 39,Seafood,Bars,,,San Francisco,5827.740044156521,Fog Harbor Fish House,False,$$,4.0,5130,CA,5 Mile Radius
871 Sutter St,Bars,American (New),Seafood,,San Francisco,3596.036080023175,Liholiho Yacht Club,False,$$$,4.5,2072,CA,2.5 Mile Radius
552 Green St,Seafood,Italian,Bars,,San Francisco,4980.8804673363975,Sotto Mare Oysteria & Seafood,False,$$,4.5,3395,CA,5 Mile Radius
2534 Mission St,Breakfast & Brunch,Mediterranean,Cocktail Bars,,San Francisco,1597.7572216192718,Foreign Cinema,False,$$$,4.0,4623,CA,2.5 Mile Radius
1570 Stockton St,Pizza,Italian,Cocktail Bars,,San Francisco,5002.084940639829,Tony's Pizza Napoletana,False,$$,4.0,4549,CA,5 Mile Radius
126 Clement St,French,Wine Bars,,,San Francisco,3278.53001624654,Chapeau!,False,$$$,4.5,2642,CA,2.5 Mile Radius
1199 Valencia St,Italian,Bars,Pizza,,San Francisco,1591.309744792729,Beretta,False,$$,4.0,3428,CA,2.5 Mile Radius
75 Yerba Buena Ln,Cocktail Bars,Tacos,,,San Francisco,3941.590276218961,Tropisueno,False,$$,4.0,4114,CA,2.5 Mile Radius
398 Hayes St,French,Breakfast & Brunch,Bars,,San Francisco,2159.6331390103383,Absinthe Brasserie & Bar,False,$$$,4.0,3206,CA,2.5 Mile Radius
1965 Al Scoma Way,Seafood,Italian,Lounges,,San Francisco,5571.204721217614,Scoma's Restaurant,False,$$$,4.0,3409,CA,5 Mile Radius
151 Noe St,French,Wine Bars,Desserts,,San Francisco,700.3831983058177,L’Ardoise Bistro,False,$$$,4.5,1222,CA,2.5 Mile Radius
501 Jones St,Cocktail Bars,Venues & Event Spaces,Speakeasies,,San Francisco,3453.0238262024345,Bourbon & Branch,False,$$$,4.0,2993,CA,2.5 Mile Radius
3870 17th St,American (New),Desserts,Wine Bars,,San Francisco,418.9275501210023,Frances,False,$$$,4.5,1476,CA,2.5 Mile Radius
826 Folsom St,Pizza,Italian,Cocktail Bars,,San Francisco,3800.206476277323,Zero Zero,False,$$,4.0,3155,CA,2.5 Mile Radius
545 Haight St,Hot Dogs,German,Beer Bar,,San Francisco,1303.0856542519482,Rosamunde Sausage Grill - Haight St,False,$,4.5,1594,CA,2.5 Mile Radius
2316 Polk St,French,Wine Bars,,,San Francisco,4329.894303195132,La Folie,False,$$$$,4.5,1429,CA,5 Mile Radius
3611 18th St,Pizza,Italian,Bars,,San Francisco,1075.3609253950508,Pizzeria Delfina - Mission,False,$$,4.0,2250,CA,2.5 Mile Radius
2765 Hyde St,Bars,Cafes,Breakfast & Brunch,,San Francisco,5256.466502632702,The Buena Vista,False,$$,4.0,2415,CA,5 Mile Radius
1 Ferry Bldg,Vietnamese,Asian Fusion,Bars,,San Francisco,5432.189783947736,The Slanted Door,False,$$$,3.5,5487,CA,5 Mile Radius
730 Larkin St,Thai,Wine Bars,,,San Francisco,3122.95628385952,Lers Ros,False,$$,4.0,2118,CA,2.5 Mile Radius
1096 S Van Ness Ave,Mini Golf,American (New),Bars,,San Francisco,1819.081802948902,Urban Putt,False,$$,4.5,1269,CA,2.5 Mile Radius
3621 18th St,Italian,Wine Bars,,,San Francisco,1063.6801705341093,Delfina,False,$$$,4.0,2002,CA,2.5 Mile Radius
1101 Geary Blvd,American (Traditional),Bars,Salad,,San Francisco,3027.4648918044554,Tommy's Joynt,False,$$,4.0,2769,CA,2.5 Mile Radius
1500 Broadway,Mexican,Sports Bars,,,San Francisco,4115.017206768006,Nick's Crispy Tacos,False,$,4.0,3212,CA,5 Mile Radius
1722 Sacramento St,Italian,Wine Bars,Venues & Event Spaces,,San Francisco,3654.593526167027,Acquerello,False,$$$$,4.5,1057,CA,2.5 Mile Radius
3141 16th St,Bars,Gastropubs,,,San Francisco,1258.5167351110315,The Monk's Kettle,False,$$,4.0,2118,CA,2.5 Mile Radius
1550 Hyde St,Italian,Seafood,Wine Bars,,San Francisco,4152.72147620808,Seven Hills,False,$$$,4.5,949,CA,5 Mile Radius
1800 Montgomery St,American (New),Diners,Wine Bars,,San Francisco,5717.698790068706,Hillstone,False,$$$,4.0,2092,CA,5 Mile Radius
1824 Irving St,Sports Bars,Mexican,,,San Francisco,3641.2604564422936,The Taco Shop At Underdog's,False,$$,4.0,1760,CA,2.5 Mile Radius
780 Mission Street,Lounges,Cocktail Bars,Tapas/Small Plates,,San Francisco,3918.8473317985818,The View Lounge,False,$$,4.0,1580,CA,2.5 Mile Radius
801 Montgomery St,Steakhouses,Japanese,Cocktail Bars,,San Francisco,4890.000090549723,Roka Akor - San Francisco,False,$$$$,4.0,1183,CA,5 Mile Radius
230 California St,Italian,Bars,,,San Francisco,4872.566157562135,Perbacco,False,$$$,4.0,1958,CA,5 Mile Radius
2400 Polk St,German,Austrian,Bars,,San Francisco,4412.132361472025,Leopold's,False,$$,4.5,1005,CA,5 Mile Radius
3218 Mission St,American (Traditional),Comfort Food,Wine Bars,,San Francisco,2240.754392502849,Blue Plate,False,$$$,4.0,1382,CA,2.5 Mile Radius
2516 Mission St,Latin American,Cocktail Bars,,,San Francisco,1597.2918669009632,El Techo,False,$$,4.0,1648,CA,2.5 Mile Radius
582 Sutter St,Gastropubs,Beer Bar,,,San Francisco,3913.787979293511,Hogwash,False,$$,4.5,978,CA,2.5 Mile Radius
650 Gough St,Venues & Event Spaces,Tiki Bars,Cocktail Bars,,San Francisco,2373.9351043993343,Smuggler's Cove,False,$$,4.0,1667,CA,2.5 Mile Radius
1754 Polk St,Wine Bars,Lounges,French,,San Francisco,3834.2908542980736,Amélie,False,$$,4.0,1306,CA,2.5 Mile Radius
1725 Haight St,Bars,American (New),Breakfast & Brunch,,San Francisco,1601.1315020600518,The Alembic,False,$$,4.0,1663,CA,2.5 Mile Radius
511 Irving St,Persian/Iranian,Wine Bars,,,San Francisco,2389.004262547004,Lavash Restaurant,False,$$,4.0,1318,CA,2.5 Mile Radius
244 Jackson St,Steakhouses,Bars,,,San Francisco,5116.980286991698,5A5 Steak Lounge,False,$$$,4.0,2096,CA,5 Mile Radius
1601 Van Ness Ave,Steakhouses,Wine Bars,,,San Francisco,3513.890121901245,Ruth's Chris Steak House,False,$$$,4.0,2008,CA,2.5 Mile Radius
1 Tillman Pl,Southern,American (Traditional),Bars,,San Francisco,4155.66872885112,Hops & Hominy,False,$$,4.0,1997,CA,5 Mile Radius
300 Grove St,French,American (New),Champagne Bars,,San Francisco,2312.828795928956,Jardiniere,False,$$$$,4.0,1637,CA,2.5 Mile Radius
140 New Montgomery St,Moroccan,Venues & Event Spaces,Bars,,San Francisco,4291.530311437112,Mourad Restaurant,False,$$$,4.5,909,CA,5 Mile Radius
1166 Geneva Ave,Dive Bars,American (Traditional),Barbeque,,San Francisco,5179.9957153194755,Broken Record,False,$,4.0,1236,CA,5 Mile Radius
564 4th St,Bars,American (New),,,San Francisco,3962.330933880392,Cockscomb,False,$$$,4.0,1111,CA,2.5 Mile Radius
2827 California St,Sushi Bars,Bars,,,San Francisco,3024.8740512335353,Tataki,False,$$,4.0,1218,CA,2.5 Mile Radius
318 Columbus Ave,Seafood,Steakhouses,Bars,,San Francisco,4892.980744272389,Betty Lou's Seafood & Grill,False,$$,4.5,592,CA,5 Mile Radius
1023 East Front Ave,Pubs,Music Venues,Breweries,,Bismarck,858.023592619915,Laughing Sun Brewing,False,$,4.5,65,ND,2.5 Mile Radius
408 E Main Ave,Irish Pub,Fish & Chips,Sandwiches,,Bismarck,1609.5286287605413,Blarney Stone Pub- Bismarck,False,$$,4.0,170,ND,2.5 Mile Radius
208 E Main Ave,Noodles,Bars,Soup,,Bismarck,1843.1167584795828,Noodlezip,False,$$,4.5,85,ND,2.5 Mile Radius
2626 State St,Thai,Sushi Bars,Cocktail Bars,,Bismarck,3259.2554956191607,Oahu Hawaiian BBQ Sushi Bar & Thai Cuisine,False,$$,4.0,112,ND,2.5 Mile Radius
510 E Main Ave,Cocktail Bars,American (New),,,Bismarck,1496.2266701031208,Humpback Sally's,False,$$,4.5,74,ND,2.5 Mile Radius
217 N 3rd St,Burgers,Beer Bar,,,Bismarck,1729.8696300080105,JL Beers,False,$$,4.5,69,ND,2.5 Mile Radius
4510 Skyline Crossings,Pizza,Pubs,Burgers,,Bismarck,5368.723455722835,"MacKenzie River Pizza, Grill & Pub",False,$$,4.0,83,ND,5 Mile Radius
1136 N 3rd St,Pizza,Burgers,Bars,,Bismarck,2154.273087687372,The Walrus Restaurant,False,$$,4.0,90,ND,2.5 Mile Radius
512 E Main Ave,Pizza,Sandwiches,Cocktail Bars,,Bismarck,1489.324574434694,The Starving Rooster - Bismarck,False,$$,4.0,53,ND,2.5 Mile Radius
422 E Main Ave,Bars,American (Traditional),Steakhouses,,Bismarck,1565.9258879034787,Peacock Alley,False,$$,3.0,143,ND,2.5 Mile Radius
100 W Broadway,American (New),Cocktail Bars,American (Traditional),,Bismarck,2039.252471688373,Broadway Grill & Tavern,False,$$,4.0,45,ND,2.5 Mile Radius
510 E Main,Cocktail Bars,,,,Bismarck,1483.6445637702018,Luft Rooftop Beer Garden,False,$$,4.0,18,ND,2.5 Mile Radius
1017 E Interstate Ave,Pizza,Beer Bar,,,Bismarck,2953.023827506968,A&B Pizza - Bismarck,False,$,3.5,25,ND,2.5 Mile Radius
218 S. 3rd Street,Chicken Wings,American (Traditional),Sports Bars,,Bismarck,1845.6566330349053,Buffalo Wild Wings,False,$$,3.0,17,ND,2.5 Mile Radius
115 S 5th St,Sports Bars,,,,Bismarck,1533.4519141522558,Elbow Room,False,$,3.0,10,ND,2.5 Mile Radius
1247 W Divide Ave,Pubs,Sports Bars,,,Bismarck,4326.247054283028,Stadium Sports Bar,False,$$,2.5,16,ND,5 Mile Radius
434 South 3rd,American (Traditional),Sports Bars,Burgers,,Bismarck,1912.2990181280843,Applebee's Grill + Bar,False,$,2.5,11,ND,2.5 Mile Radius
300 S 5th St,Sports Bars,,,,Bismarck,1637.01174719833,Sidelines Sports Bar,False,$$,3.5,4,ND,2.5 Mile Radius
3200 North 14th St,American (Traditional),Sports Bars,Burgers,,Bismarck,3852.984382603581,Applebee's Grill + Bar,False,$$,2.0,11,ND,2.5 Mile Radius
118 S 3rd St,Bars,Venues & Event Spaces,,,Bismarck,1826.2172566063034,Borrowed Bucks Roadhouse,False,$$,2.5,6,ND,2.5 Mile Radius
1205 Northstar Dr,Bars,,,,Bismarck,7850.363859753192,Burnt Creek Club,False,$$,3.5,2,ND,5 Mile Radius
4724 Pintail Lp,Bars,,,,Mandan,4573.48431240131,Broken Oar Bar,False,$$,4.0,2,ND,5 Mile Radius
4007 S Bay Dr SE,Bars,,,,Mandan,5749.113561661371,The Drink at Lakewood,False,$$,2.5,12,ND,5 Mile Radius
4631 Memorial Hwy,Lounges,,,,Mandan,5057.578663122426,Colonial Lounge & Liquor,False,$,5.0,1,ND,5 Mile Radius
1014 S 12th St,Pubs,,,,Bismarck,1656.458880562115,Pub 21,False,$$,4.0,1,ND,2.5 Mile Radius
2500 Pirates Lp SE,Bars,American (New),Tacos,,Mandan,4385.622321267243,Rockpoint,False,$,1.0,5,ND,5 Mile Radius
11051 Antioch Rd,Barbeque,Bars,American (Traditional),,Overland Park,1244.083856711991,Q39 South,False,$$,4.5,716,KS,2.5 Mile Radius
8901 Metcalf Ave,Steakhouses,Bars,Seafood,,Overland Park,5366.595707514536,J. Gilbert's Wood-Fired Steaks & Seafood Kansas City,False,$$$,4.5,377,KS,5 Mile Radius
7042 W 76th St,Burgers,Beer Bar,,,Overland Park,8028.2547865102915,Burg & Barrel Overland Park,False,$$,4.0,388,KS,5 Mile Radius
5400 W 119th St,Seafood,Bars,,,Leawood,2605.2804623438296,Bristol Seafood Grill,False,$$$,4.5,334,KS,2.5 Mile Radius
5701 W 135th St,American (New),Burgers,Beer Bar,,Overland Park,4630.715735876427,Rock & Brews - Overland Park,False,$$,4.0,273,KS,5 Mile Radius
12663 Metcalf Ave,American (Traditional),Sports Bars,,,Overland Park,2486.3004335843257,The Peanut,False,$$,4.0,124,KS,2.5 Mile Radius
10551 Mission Rd,American (New),Bars,,,Leawood,4568.723811598736,Rye Leawood,False,$$,4.0,510,KS,5 Mile Radius
10611 Nall Ave,Bars,American (New),Venues & Event Spaces,,Overland Park,3154.9746252328914,Topgolf,False,$$,3.5,263,KS,2.5 Mile Radius
7901 Santa Fe Dr,Pizza,Beer Bar,Arcades,,Overland Park,7350.498834127835,Papa Keno's Pizzeria,False,$,4.0,165,KS,5 Mile Radius
6701 W 119th St,Wine Bars,American (New),,,Overland Park,1444.1817805631454,Louie's Wine Dive & Kitchen 119,False,$$,4.0,146,KS,2.5 Mile Radius
7938 Santa Fe Dr,American (Traditional),Salad,Sports Bars,,Overland Park,7211.633599939904,The Peanut,False,$$,4.0,131,KS,5 Mile Radius
11616 Ash St,Bars,Steakhouses,Seafood,,Leawood,2544.3253076623582,801 Chophouse Leawood,False,$$$$,4.5,134,KS,2.5 Mile Radius
10581 Mission Rd,Chinese,Bars,Noodles,,Leawood,4449.245936208744,Blue Koi,False,$$,4.0,261,KS,5 Mile Radius
8001 W 159th St,American (Traditional),Bars,Desserts,,Overland Park,8918.750354259282,Red Door Woodfired Grill,False,$$,4.0,91,KS,7.5 Mile Radius
10681 Mission Rd,American (Traditional),Bars,,,Leawood,4433.950070802816,Tavern at Mission Farms,False,$$,4.0,227,KS,5 Mile Radius
12030 Blue Valley Pkwy,Beer Bar,American (New),,,Overland Park,1100.7826026540931,Tabard's Ale House,False,$$,4.5,56,KS,2.5 Mile Radius
13500 Nall Ave,American (New),Cocktail Bars,Venues & Event Spaces,,Overland Park,4759.308831216623,Pinstripes,False,$$,3.5,206,KS,5 Mile Radius
5621 W 135th St,Bars,Mexican,Tex-Mex,,Overland Park,4721.934947762017,CocoBolos,False,$$,3.5,202,KS,5 Mile Radius
5285 W 95th St,Irish,Pubs,Comfort Food,,Overland Park,4873.85692530698,Conroy's Public House,False,$$,4.0,84,KS,5 Mile Radius
9617 W 87th St,Beer Bar,Sports Bars,American (New),,Overland Park,5859.231656642624,Stagecoach Tavern,False,$$,4.0,76,KS,5 Mile Radius
7201 W 79th St,American (Traditional),Sports Bars,,,Overland Park,7378.492415679936,Maloneys Sports Bar and Grill,False,$$,3.5,140,KS,5 Mile Radius
6995 W 151st St,Irish,Pubs,,,Overland Park,7318.695319522249,Llywelyn's Pub,False,$$,3.5,133,KS,5 Mile Radius
11851 Roe Ave,American (Traditional),Bars,,,Leawood,3496.8952635406995,Red Door Woodfire Kitchen and Bar,False,$$,3.5,262,KS,2.5 Mile Radius
6601 W 135th St,Seafood,Steakhouses,Wine Bars,,Overland Park,4451.6376378327695,Firebirds Wood Fired Grill,False,$$,3.5,140,KS,5 Mile Radius
11851 W 95th St,Bars,American (New),,,Overland Park,5362.839911204625,Houlihan's,False,$$,3.5,104,KS,5 Mile Radius
11953 S Strang Line Rd,Japanese,Bars,Sushi Bars,,Olathe,7781.565732029796,Sake Lounge,False,$$,4.0,217,KS,5 Mile Radius
7025 W 135th St,Italian,Bars,Pizza,,Overland Park,4167.303566701667,Maggiano's,False,$$,3.0,167,KS,5 Mile Radius
7324 W 80th St,American (Traditional),Pizza,Sports Bars,,Overland Park,7186.6636814912,The Other Place,False,$$,3.5,102,KS,5 Mile Radius
7433 Broadway St,Pizza,Bars,Buffets,,Kansas City,10900.815916330375,Waldo Pizza,False,$$,4.0,397,MO,7.5 Mile Radius
8232 Mission Rd,American (New),Breakfast & Brunch,Bars,,Prairie Village,7766.616696330058,Urban Table,False,$$,3.5,391,KS,5 Mile Radius
9089 W 135th St,Sports Bars,Wine Bars,American (Traditional),,Overland Park,4309.215342626247,Coach's Bar & Grill,False,$$,3.5,99,KS,5 Mile Radius
11836 W 95th St,Mongolian,Bars,,,Overland Park,5727.089894451047,BD's Mongolian Grill,False,$$,3.5,106,KS,5 Mile Radius
6601 W 135th St,Sports Bars,Music Venues,Burgers,,Overland Park,4497.480622235591,The BrewTop Pub and Patio,False,$$,3.5,87,KS,5 Mile Radius
11922 W 119th St,Sports Bars,American (Traditional),Venues & Event Spaces,,Overland Park,4203.34141696501,Talk of the Town,False,$$,3.0,103,KS,5 Mile Radius
13214 W 62nd Ter,Barbeque,Cocktail Bars,Sandwiches,,Shawnee,11965.592275277517,Blind Box BBQ,False,$$,4.0,450,KS,7.5 Mile Radius
5021 W 135th St,Seafood,American (New),Cocktail Bars,,Leawood,5003.907621928184,Bonefish Grill,False,$$,4.0,137,KS,5 Mile Radius
6765 W 119th St,Bars,American (New),,,Overland Park,1503.3593618996701,Johnny's Tavern,False,$$,3.5,68,KS,2.5 Mile Radius
10428 Metcalf,Sports Bars,Burgers,American (Traditional),,Overland Park,2305.757197356002,Fox & Hound,False,$$,3.0,106,KS,2.5 Mile Radius
12018 College Blvd,American (Traditional),Bars,,,Overland Park,4378.474982947926,Gert's Grille,False,$,3.5,53,KS,5 Mile Radius
4038 W 83rd St,Burgers,Bars,American (New),,Prairie Village,7727.305605710819,BRGR Kitchen + Bar,False,$$,3.5,302,KS,5 Mile Radius
520 W 75th St,American (New),Bars,Seafood,,Kansas City,10737.051101348892,Summit Grill,False,$$,4.0,293,MO,7.5 Mile Radius
8811 State Line Rd,Burgers,American (Traditional),Sports Bars,,Kansas City,8078.8601109448255,Smitty's Garage Burgers and Beer,False,$$,4.0,150,MO,7.5 Mile Radius
5005 W 117th St,Italian,Gluten-Free,Wine Bars,,Leawood,3047.2891370762945,BRAVO! Cucina Italiana,False,$$,3.5,98,KS,2.5 Mile Radius
