Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State,Top-Bottom
4910 Kavanaugh Blvd,Pizza,Cocktail Bars,Italian,,Little Rock,3322.410226284617,The Pizzeria,False,$$,3.5,38,AR,2.5 Mile Radius
225 E Markham St,Sports Bars,American (Traditional),,,Little Rock,8080.095736581908,Big Whiskey's,False,$$,2.5,145,AR,7.5 Mile Radius
300 River Market Ave,Wine Bars,Beer Bar,,,Little Rock,8271.92153991008,Zin Urban Wine & Beer Bar,False,$$,4.0,28,AR,7.5 Mile Radius
1316 Main St,Pool Halls,Dive Bars,,,Little Rock,7756.097828723969,Midtown Billiards,False,$,3.5,31,AR,5 Mile Radius
8414 Geyer Springs Rd,Mexican,Tex-Mex,Cocktail Bars,,Little Rock,8430.111070967752,El Alamo Mexican Grill,False,$,4.5,11,AR,7.5 Mile Radius
5713 Kavanaugh Blvd,Wine Bars,,,,Little Rock,2972.697443356947,By the Glass,False,$$,4.5,13,AR,2.5 Mile Radius
3812 Jfk Blvd,American (Traditional),Bars,,,North Little Rock,10038.912885484142,North Bar,False,$$,4.5,71,AR,7.5 Mile Radius
11525 Cantrell Rd,Bars,American (New),Gastropubs,,Little Rock,6494.918775519776,Bar Louie - Pleasant Ridge Town Center,False,$$,3.0,60,AR,5 Mile Radius
1321 Rebsamen Park Rd,American (Traditional),Dive Bars,Pool Halls,,Little Rock,4577.4957683418625,Town Pump,False,$,3.5,26,AR,5 Mile Radius
1201 South Spring St,Hot Dogs,Dog Parks,Cocktail Bars,,Little Rock,7470.55682671809,Bark Bar,False,$$,4.0,14,AR,5 Mile Radius
10912 Colonel Glenn Rd,Pizza,Sandwiches,Bars,,Little Rock,5413.769037974551,American Pie Pizza,False,$$,3.5,25,AR,5 Mile Radius
425 Main St,Italian,Seafood,Bars,,North Little Rock,8162.170267786019,Ristorante Capeo,False,$$$,4.0,60,AR,7.5 Mile Radius
9811 Maumelle Blvd,Cajun/Creole,Pizza,Bars,,North Little Rock,8378.33167489885,Boudreaux's Grill & Bar,False,$$,3.5,75,AR,7.5 Mile Radius
10900 Bass Pro Pkwy,Bars,American (Traditional),Arcades,,Little Rock,10472.16933360253,Dave & Buster's,False,$$,2.5,68,AR,7.5 Mile Radius
14710 Cantrell Rd,Bars,American (Traditional),,,Little Rock,9472.868563001684,Thirst N' Howl,False,$,3.5,16,AR,7.5 Mile Radius
9110 I-30 Frontage Rd,American (Traditional),Bars,,,Little Rock,7615.06862803271,Rodney's Handlebar & Grill,False,$,4.5,8,AR,5 Mile Radius
315 Main St,Sports Bars,Pool Halls,American (Traditional),,Little Rock,7872.33836386544,Brewski's Pub & Grub,False,$$$,3.0,29,AR,5 Mile Radius
300 President Clinton Ave,Music Venues,Lounges,Mexican,,Little Rock,8130.513689590886,Rev Room,False,$$,3.0,24,AR,7.5 Mile Radius
1301 26th Ave,Seafood,Steakhouses,Wine Bars,,Gulfport,7224.114042503062,The Rackhouse Steaks & Spirits,False,$$$,4.5,87,MS,5 Mile Radius
1724 E Beach Blvd,Bars,American (Traditional),Seafood,,Gulfport,6741.485165505028,Shaggy's Gulfport Beach,False,$$,3.5,171,MS,5 Mile Radius
1712 15th St,Italian,Seafood,Wine Bars,,Gulfport,6669.02356956272,Salute Italian Restaurant,False,$$,3.5,144,MS,5 Mile Radius
1301 26th Ave,Sports Bars,Pubs,Burgers,,Gulfport,7237.233152911788,Kelly's Sports Pub,False,$$,4.0,35,MS,5 Mile Radius
2419 14th St,Wine Bars,Tapas/Small Plates,Italian,,Gulfport,7102.897627062069,Seagrapes Wine Cafe,False,$$,4.5,14,MS,5 Mile Radius
13247 Seaway Rd,Seafood,American (Traditional),Cocktail Bars,,Gulfport,844.2115379495865,The Dock Bar & Grill On Gulfport Lake,False,$$,3.0,72,MS,2.5 Mile Radius
3206 W Beach Blvd,Seafood,American (Traditional),Wine Bars,,Gulfport,7868.008487497606,Beach Blvd Steamer,False,$$,3.5,43,MS,5 Mile Radius
15533 Daniel Blvd,Sports Bars,Burgers,American (Traditional),,Gulfport,3128.3706511316163,Mugshots Grill & Bar,False,$$,3.5,38,MS,2.5 Mile Radius
155350 Daniel Bvld,Sports Bars,American (Traditional),Chicken Wings,,Gulfport,2970.402948443471,Buffalo Wild Wings,False,$$,3.0,33,MS,2.5 Mile Radius
The Almanett Hotel,Bars,Seafood,,,Gulfport,6659.388206032787,The Almanett Bistro,False,$$,4.5,11,MS,5 Mile Radius
15291 Crossroads Pkwy,American (Traditional),Bars,Tex-Mex,,Gulfport,2760.254561406361,Chili's,False,$$,2.5,50,MS,2.5 Mile Radius
9354 Highway 49,Sushi Bars,Bars,,,Gulfport,9654.853537736917,Hibachi Express,False,$$,3.0,27,MS,7.5 Mile Radius
9495 Hwy 49,American (Traditional),Sports Bars,Chicken Wings,,Gulfport,2324.4964098643964,Hooters,False,$$,2.0,53,MS,2.5 Mile Radius
2600 Beach Blvd,Seafood,Burgers,Cocktail Bars,,Biloxi,8580.154608607554,Barefoot Billy's,False,$$,3.5,40,MS,7.5 Mile Radius
197 Teagarden Rd,Pool Halls,Sports Bars,Sandwiches,,Gulfport,5900.131808100364,Skeeters Billiards,False,$$,3.0,18,MS,5 Mile Radius
9319 Highway 49,Sports Bars,Burgers,American (Traditional),,Gulfport,2450.640436813787,Applebee's Grill + Bar,False,$$,2.0,22,MS,2.5 Mile Radius
1316 27th Ave,Pubs,,,,Gulfport,7180.863427762909,Rooney's Irish Pub,False,$,3.0,11,MS,5 Mile Radius
2218 25th Ave,Bars,,,,Gulfport,6119.488740323165,Sipps,False,$$,4.0,2,MS,5 Mile Radius
12097 Lorraine Rd,Bars,,,,Biloxi,6430.581596433502,Orangutang's Daiquiris & Bar,False,$,3.5,7,MS,5 Mile Radius
Bainbridge Ave,Sports Bars,Dive Bars,,,Gulfport,8072.81076011706,Bee Hive Bar,False,$,3.5,3,MS,7.5 Mile Radius
100 Jeff Davis Ave,Sports Bars,Karaoke,Dance Clubs,,Long Beach,11774.92962793535,QuarterDeck Bar,False,$,4.5,8,MS,7.5 Mile Radius
165 Hardy Ct Shoppng Ctr,Karaoke,Sports Bars,,,Gulfport,4464.709632088868,Gilligan's,False,$,3.0,3,MS,5 Mile Radius
100 Jeff Davis Ave,Bars,American (Traditional),,,Long Beach,11756.969965688753,Eagle Island Daiquiris Bar & Grill,False,$$,3.5,10,MS,7.5 Mile Radius
2518 23rd Ave,Lounges,,,,Gulfport,5632.104983167642,Vfw Post 2539 Lounge,False,$,3.0,1,MS,5 Mile Radius
2058 E 4th St,Wine Bars,American (New),,,Cleveland,3191.0792703874017,Lola,False,$$$,4.0,1029,OH,2.5 Mile Radius
1909 W 25th St,American (New),Juice Bars & Smoothies,Beer Bar,,Cleveland,2951.385340171334,Townhall,False,$$,4.0,1231,OH,2.5 Mile Radius
1889 W 25th St,Southern,Bars,Breakfast & Brunch,,Cleveland,2971.896093508019,Soho Chicken + Whiskey,False,$$,4.5,407,OH,2.5 Mile Radius
5801 Detroit Ave,Bars,Music Venues,Hot Dogs,,Cleveland,4685.9225338791475,Happy Dog,False,$,4.0,624,OH,5 Mile Radius
2050 E 4th St,Barbeque,Bars,,,Cleveland,3205.314158655642,Mabel's BBQ,False,$$,4.0,829,OH,2.5 Mile Radius
2572 Scranton Rd,Gastropubs,American (New),Beer Bar,,Cleveland,1954.6007213012788,Tremont Taphouse,False,$$,4.0,431,OH,2.5 Mile Radius
2537 Lorain Ave,American (Traditional),Bars,Venues & Event Spaces,,Cleveland,2863.857899282609,Crop Bistro & Bar,False,$$$,4.0,426,OH,2.5 Mile Radius
2527 W 25th St,Tiki Bars,,,,Cleveland,2251.895037845505,Porco Lounge and Tiki Room,False,$$,4.5,343,OH,2.5 Mile Radius
2043 E 4th St,American (New),Pubs,Breweries,,Cleveland,3227.9234428051445,Butcher and the Brewer,False,$$,4.0,571,OH,2.5 Mile Radius
2058 W 25th St,Bars,Tacos,,,Cleveland,2776.926828955662,Bakersfield,False,$$,4.5,342,OH,2.5 Mile Radius
2393 Professor Ave,Bars,Cajun/Creole,,,Cleveland,1287.210840338824,The Bourbon Street Barrel Room,False,$$,4.0,421,OH,2.5 Mile Radius
806 Literary Rd,Bars,Breakfast & Brunch,Tacos,,Cleveland,1515.4297831204988,Barrio,False,$$,4.0,549,OH,2.5 Mile Radius
2095 Columbus Rd,Lounges,Jazz & Blues,,,Cleveland,2585.319106969041,Velvet Tango Room,False,$$$,4.0,299,OH,2.5 Mile Radius
2523 Market Ave,American (New),Breakfast & Brunch,Bars,,Cleveland,2918.349764931613,Flying Fig,False,$$,4.0,435,OH,2.5 Mile Radius
101 W Superior Ave,Coffee & Tea,Beer Bar,Cocktail Bars,,Cleveland,3401.2678990943737,Rebol,False,$,4.5,217,OH,2.5 Mile Radius
527 Prospect Ave,Breakfast & Brunch,Bars,Tacos,,Cleveland,3116.950715223465,Barrio,False,$$,4.0,501,OH,2.5 Mile Radius
2247 Professor Ave,American (New),Italian,Bars,,Cleveland,1479.9690414825625,Dante,False,$$$,4.0,306,OH,2.5 Mile Radius
1470 Lakeside Ave E,Breweries,American (New),Bars,,Cleveland,3995.8010963591632,Noble Beast Brewing,False,$$,4.5,130,OH,2.5 Mile Radius
5800 Detroit Ave,American (New),Bars,,,Cleveland,4695.867281513795,Spice Kitchen + Bar,False,$$,4.0,294,OH,5 Mile Radius
2100 Superior Viaduct,Italian,Bars,Gluten-Free,,Cleveland,3559.091541939305,Luca Italian Cuisine,False,$$$,4.5,197,OH,2.5 Mile Radius
6501 Detroit Ave,Donuts,Beer Bar,,,Cleveland,4975.6365975073495,Brewnuts,False,$,4.5,198,OH,5 Mile Radius
2061 W 10th St,American (New),Bars,Asian Fusion,,Cleveland,1706.5796525688766,Fat Cats,False,$$,4.0,221,OH,2.5 Mile Radius
668 Euclid Ave,American (Traditional),Sports Bars,,,Cleveland,3201.572381494588,Hodge's,False,$$,4.0,364,OH,2.5 Mile Radius
4125 Lorain Ave,Breweries,Bars,,,Cleveland,3541.107291583874,Platform Beer Co,False,$$,4.5,158,OH,2.5 Mile Radius
6605 Detroit Ave,Italian,Lounges,Mediterranean,,Cleveland,5012.907277396573,Luxe Kitchen & Lounge,False,$$,4.0,305,OH,5 Mile Radius
1104 Rowley Ave,"Beer, Wine & Spirits",Pubs,Gastropubs,,Cleveland,1383.4300810329428,Rowley Inn,False,$,4.5,123,OH,2.5 Mile Radius
2063 E 4th St,Lounges,American (New),Cocktail Bars,,Cleveland,3207.679455519581,Society Lounge,False,$$,4.0,229,OH,2.5 Mile Radius
2417 Professor Ave,American (New),Seafood,Cocktail Bars,,Cleveland,1231.2158459926795,Fahrenheit,False,$$$,4.0,287,OH,2.5 Mile Radius
417 Prospect Ave E,Steakhouses,Bars,,,Cleveland,3144.3393611028564,Red The Steakhouse,False,$$$,4.0,218,OH,2.5 Mile Radius
1109 Starkweather Ave,Pubs,Breakfast & Brunch,,,Cleveland,1507.415673311453,Prosperity Social Club,False,$$,4.0,215,OH,2.5 Mile Radius
1303 W 65th St,Pizza,Bars,Italian,,Cleveland,5018.724461398444,Il Rione,False,$$,4.5,103,OH,5 Mile Radius
2207 W 11th St,Lounges,American (New),,,Cleveland,1685.4541450346035,The South Side,False,$$,3.5,331,OH,2.5 Mile Radius
1220 Huron Rd E,Mexican,Bars,,,Cleveland,3112.9289539122638,Puente Viejo,False,$$,4.0,147,OH,2.5 Mile Radius
1810 W 25th St,Cafes,Bars,Tabletop Games,,Cleveland,3109.350962662312,Tabletop Board Game Cafe,False,$$,4.5,95,OH,2.5 Mile Radius
2053 Ontario St,American (Traditional),Sandwiches,Bars,,Cleveland,3243.951789146944,Ontario Street Cafe,False,$,4.5,87,OH,2.5 Mile Radius
401 Euclid Ave,Bars,Pizza,Italian,,Cleveland,3300.523759511173,Pizza 216,False,$$,4.0,201,OH,2.5 Mile Radius
2505 Professor Ave,Indian,Buffets,Bars,,Cleveland,987.3395892711176,Tandul,False,$$,4.0,172,OH,2.5 Mile Radius
710 Jefferson Ave,Bars,,,,Cleveland,1253.895927404968,The Spotted Owl,False,$$,4.0,120,OH,2.5 Mile Radius
1404 W 29th St,Bars,Vegan,Gluten-Free,,Cleveland,3677.3920048390014,Jukebox,False,$,4.5,76,OH,2.5 Mile Radius
614 Frankfort Ave,American (Traditional),Beer Bar,Sandwiches,,Cleveland,3531.1808461752394,Johnny's Little Bar,False,$$,4.0,171,OH,2.5 Mile Radius
12502 Larchmere Blvd,American (New),Cafes,Bars,,Cleveland,6552.95163893619,Felice,False,$$,4.0,172,OH,5 Mile Radius
12718 Larchmere Blvd,Latin American,Bars,Gluten-Free,,Cleveland,6734.897114237191,Barroco,False,$$,4.0,125,OH,5 Mile Radius
2521 Market Ave,Wine Bars,Tapas/Small Plates,,,Cleveland,2912.009749204609,Market Avenue Wine Bar,False,$$,4.5,94,OH,2.5 Mile Radius
1121 W 10th St,American (New),Bars,,,Cleveland,3983.635578847018,Bold Food & Drink,False,$$,4.0,144,OH,2.5 Mile Radius
4211 Lorain Ave,Noodles,Ramen,Bars,,Cleveland,3621.465608541231,Xinji Noodle Bar,False,$$,4.0,138,OH,2.5 Mile Radius
4133 Lorain Ave,Bars,Cafes,American (Traditional),,Cleveland,3561.4215901422444,The Plum,False,$$,4.0,111,OH,2.5 Mile Radius
15711 Waterloo Rd,Music Venues,Dive Bars,Breakfast & Brunch,,Cleveland,13810.405402158283,Beachland Ballroom and Tavern,False,$$,4.0,137,OH,10 Mile Radius
1305 Euclid Ave,French,Bars,,,Cleveland,3180.2001005883403,Cowell & Hubbard,False,$$$,4.0,185,OH,2.5 Mile Radius
1844 Columbus Rd,Breweries,Bars,,,Cleveland,2966.7529269436336,Brick And Barrel,False,$,4.5,68,OH,2.5 Mile Radius
1365 W 65th St,Wine Bars,Breakfast & Brunch,American (Traditional),,Cleveland,4970.9634882228365,Toast,False,$$,4.0,128,OH,5 Mile Radius
2430 Morris Ave,Cocktail Bars,Gastropubs,Pubs,,Birmingham,5236.7155032452665,Carrigan's Public House,False,$$,4.5,473,AL,5 Mile Radius
2007 11th Ave S,French,Bars,,,Birmingham,3461.784536136392,Chez Fonfon,False,$$,4.5,288,AL,2.5 Mile Radius
2011 11th Ave S,Southern,Bars,,,Birmingham,3457.727325923905,Highlands Bar & Grill,False,$$$,4.5,259,AL,2.5 Mile Radius
2811 7th Ave S,Burgers,Beer Bar,,,Birmingham,4306.590191000997,Jack Brown's Beer & Burger Joint,False,$,4.5,376,AL,5 Mile Radius
721 Broadway St,Italian,Seafood,Wine Bars,,Birmingham,3556.2184192419923,Gianmarco's Restaurant,False,$$,4.0,322,AL,2.5 Mile Radius
200 20th St N,Arcades,Sports Bars,American (Traditional),,Birmingham,5399.756615120309,Paramount Bar,False,$$,4.5,266,AL,5 Mile Radius
114 14th St S,Pubs,Breweries,,,Birmingham,4944.978054260931,Good People Brewing,False,$,4.5,206,AL,5 Mile Radius
1115 Dunston Ave,Barbeque,Soul Food,Beer Bar,,Birmingham,5906.142349121175,Saw's Juke Joint,False,$$,4.5,236,AL,5 Mile Radius
744 29th St S,Bars,American (Traditional),,,Birmingham,4188.173922814411,Five Bar,False,$$,4.0,289,AL,5 Mile Radius
430 41st St S,American (New),Seafood,Bars,,Birmingham,5369.715374925087,Fancy's on Fifth,False,$$,4.5,224,AL,5 Mile Radius
2125 2nd Ave N,Cocktail Bars,Lounges,American (Traditional),,Birmingham,5375.381279094418,The Collins Bar,False,$$,4.5,182,AL,5 Mile Radius
2921 Highland Ave S,Bars,Mexican,Latin American,,Birmingham,3617.62309400218,Rojo,False,$$,4.0,266,AL,2.5 Mile Radius
2180 11th Ct S,Bars,Southern,French,,Birmingham,3357.641410458588,Hot and Hot Fish Club,False,$$$,4.0,233,AL,2.5 Mile Radius
105 Summit Blvd,Sushi Bars,Burgers,Bars,,Birmingham,5203.543264995613,The Cowfish Sushi Burger Bar,False,$$,4.0,247,AL,5 Mile Radius
4100 3rd Ave S,American (New),Sandwiches,Cocktail Bars,,Birmingham,5609.24284306552,Avondale Common House,False,$$,4.5,192,AL,5 Mile Radius
1312 Cobb Ln,Pubs,American (Traditional),Breweries,,Birmingham,3208.5670362578453,The J Clyde,False,$$,4.0,284,AL,2.5 Mile Radius
2113 1st Ave N,Cocktail Bars,Lounges,,,Birmingham,5234.902131945109,The Atomic Lounge,False,$$,4.5,106,AL,5 Mile Radius
1210 20th St S,American (New),Seafood,Pubs,,Birmingham,3320.8261586820213,Five Point Public House Oyster Bar,False,$$,4.0,215,AL,2.5 Mile Radius
125 20th St S,Pizza,Bars,,,Birmingham,4825.5916144876865,Pies & Pints,False,$$,4.0,206,AL,5 Mile Radius
1623 2nd Ave N,Bars,American (Traditional),Venues & Event Spaces,,Birmingham,5374.536399835699,Roots & Revelry,False,$$,4.5,151,AL,5 Mile Radius
300 Summit Blvd,Sushi Bars,Asian Fusion,Bars,,Birmingham,5007.214531924763,Abhi Eatery and Bar,False,$$,4.5,112,AL,5 Mile Radius
2320 1st Ave N,Cocktail Bars,Lounges,,,Birmingham,5310.367659989291,Paper Doll,False,$$,4.5,62,AL,5 Mile Radius
2304 10th Ter S,Sandwiches,Dive Bars,,,Birmingham,3595.816434123715,The Garage Cafe,False,$,4.5,116,AL,2.5 Mile Radius
101 Summit Blvd,American (New),Bars,Steakhouses,,Birmingham,5103.695306071088,Village Tavern,False,$$,4.0,242,AL,5 Mile Radius
1006 20th St S,Social Clubs,Bars,Mediterranean,,Birmingham,3618.149058680075,The Woolworth Recreation and Refreshment,False,$$,4.5,95,AL,2.5 Mile Radius
216 Summit Blvd,Tex-Mex,Mexican,Bars,,Birmingham,5047.041873290612,Chuy's,False,$$,3.5,350,AL,5 Mile Radius
3144 Green Valley Rd,Bars,Burgers,American (Traditional),,Birmingham,4275.575300086852,Mudtown Eat & Drink,False,$$,4.0,143,AL,5 Mile Radius
2251 Highland Ave S,Wine Bars,Tapas/Small Plates,,,Birmingham,3415.1794477094877,Freddy's Wine Bar,False,$$,4.5,51,AL,2.5 Mile Radius
3161 Cahaba Heights Rd,American (New),Seafood,Wine Bars,,Birmingham,4575.533767896928,Satterfield's Restaurant,False,$$$,4.5,84,AL,5 Mile Radius
2242 Highland Ave S,Italian,Bars,,,Birmingham,3449.511371826805,Bottega Cafe,False,$$,4.0,121,AL,2.5 Mile Radius
103 Summit Blvd,Wine Bars,Steakhouses,Seafood,,Birmingham,5130.533628315914,Fleming's Prime Steakhouse & Wine Bar,False,$$$,4.0,125,AL,5 Mile Radius
245 Summit Blvd,Seafood,American (New),Wine Bars,,Birmingham,5165.388658958131,Seasons 52,False,$$,3.5,228,AL,5 Mile Radius
2821 Central Ave,Mexican,Cocktail Bars,,,Homewood,1789.967789108338,Little Donkey,False,$$,3.5,339,AL,2.5 Mile Radius
430 41st St S,Cocktail Bars,Hot Dogs,,,Birmingham,5370.551833222284,The Marble Ring,False,$$,4.0,108,AL,5 Mile Radius
5524 Crestwood Blvd,Pizza,Bars,Italian,,Birmingham,6751.027319216568,The Filling Station,False,$$,4.0,185,AL,5 Mile Radius
2930 3rd Ave S,Pizza,Italian,Cocktail Bars,,Birmingham,4916.729993459513,Bettola,False,$$,4.0,143,AL,5 Mile Radius
1830 29th St S,Sushi Bars,Japanese,Cocktail Bars,,Birmingham,1404.5116296961774,Jinsei Sushi,False,$$$,4.0,127,AL,2.5 Mile Radius
1820 3rd Ave N,Bars,Ramen,,,Birmingham,5502.985556917691,Shu Shop,False,$$,4.0,113,AL,5 Mile Radius
218 N 20th St,French,Cocktail Bars,,,Birmingham,5464.817608179906,Bistro 218,False,$$$,4.0,85,AL,5 Mile Radius
2221 Richard Arrington Jr Blvd N,Coffee & Tea,Cocktail Bars,Cafes,,Birmingham,6467.602617313564,Octane Uptown,False,$,4.0,119,AL,5 Mile Radius
2808 7th Ave S,Lounges,Southern,American (Traditional),,Birmingham,4355.61690195488,Sky Castle,False,$$,3.5,169,AL,5 Mile Radius
2018 Morris Ave,Bars,American (New),,,Birmingham,5201.968644935636,The Essential,False,$$,4.0,91,AL,5 Mile Radius
4036 5th Ave S,Bars,,,,Birmingham,5362.491104043932,Parkside,False,$,4.0,92,AL,5 Mile Radius
2200 1st Ave N,Wine Bars,,,,Birmingham,5304.838371824403,The Wine Loft,False,$$,4.5,51,AL,5 Mile Radius
1318 Cobb Ln S,Lounges,Dance Clubs,,,Birmingham,3179.3395470028217,Blue Monkey Lounge,False,$$,4.0,77,AL,2.5 Mile Radius
2531 Rocky Ridge Rd,Cajun/Creole,Seafood,Beer Bar,,Vestavia Hills,5298.996373578117,Cajun Seafood House,False,$$,4.5,231,AL,5 Mile Radius
130 41st St S,Pubs,,,,Birmingham,5674.015031365312,41st Street Pub & Aircraft Sales,False,$$,4.0,71,AL,5 Mile Radius
2301 Richard Arrington Jr Blvd,Southern,American (New),Bars,,Birmingham,6502.539027205832,The Southern Kitchen & Bar,False,$$,3.5,276,AL,5 Mile Radius
591 Brookwood Village,Italian,Pizza,Bars,,Birmingham,623.8735482403966,Brio Tuscan Grille,False,$$,3.5,151,AL,2.5 Mile Radius
726 29th St S,Pubs,American (Traditional),,,Birmingham,4247.23082630742,Lou's Pub & Package Store,False,$$,4.5,42,AL,5 Mile Radius
222 Capitol St,Pizza,Bars,,,Charleston,545.8338870460988,Pies & Pints,False,$$,4.5,585,WV,2.5 Mile Radius
28 Capitol St,Bars,Cafes,Sandwiches,,Charleston,473.62679846928125,Sam's Uptown Cafe,False,$$,4.0,62,WV,2.5 Mile Radius
212 Hale St,Wine Bars,Burgers,American (New),,Charleston,624.5870889317109,Celsius,False,$$,4.0,67,WV,2.5 Mile Radius
218 Capitol St,American (Traditional),Greek,Sports Bars,,Charleston,524.8484968682969,Adelphia Sports Bar & Grille,False,$$,3.0,105,WV,2.5 Mile Radius
207 W Washington St,American (Traditional),Wine Bars,,,Charleston,1001.2962887010148,Gonzoburger,False,$$,3.5,78,WV,2.5 Mile Radius
117 Washington St W,Beer Bar,Comfort Food,Burgers,,Charleston,940.2566408305839,The Grill,False,$,4.0,19,WV,2.5 Mile Radius
915 Bridge Rd,American (New),Wine Bars,,,Charleston,1167.883220545483,Bridge Road Bistro,False,$$$,3.0,50,WV,2.5 Mile Radius
10 Capitol St,Sports Bars,American (Traditional),,,Charleston,475.8233848978076,Big Joes,False,$,4.0,13,WV,2.5 Mile Radius
4005 Washington St W,Chicken Wings,Sports Bars,American (Traditional),,Charleston,6354.844366725925,Cold Spot,False,$$,3.5,27,WV,5 Mile Radius
200 Lee St E,American (New),Bars,Breakfast & Brunch,,Charleston,463.38054418409087,Brick Salt Bar+kitchen,False,$$,3.5,19,WV,2.5 Mile Radius
600 1/2 Short St,Dive Bars,,,,Charleston,4235.972432393203,Doug's Topside Tavern,False,$,4.5,9,WV,5 Mile Radius
806 Kanawha Blvd E,Music Venues,Pubs,,,Charleston,472.52934786079817,The Boulevard Tavern,False,$$,4.0,9,WV,2.5 Mile Radius
4030 Washington St W,Bars,Fast Food,American (New),,Dunbar,6474.178037211852,The Bucket,False,$$,4.0,43,WV,5 Mile Radius
308 Elizabeth St,Lounges,Dive Bars,,,Charleston,2430.011727937387,Red Carpet Lounge,False,$,3.5,16,WV,2.5 Mile Radius
812 Kanawha Blvd E,Bars,Fast Food,,,Charleston,495.7804179579581,Vino's Bar And Grill,False,$$,3.5,11,WV,2.5 Mile Radius
300 Court St,American (Traditional),Burgers,Sports Bars,,Charleston,412.2184169026423,The Athletic Club Sports Bar and Grill,False,$$,3.0,15,WV,2.5 Mile Radius
202 Kanawha Mall,American (Traditional),Sports Bars,Burgers,,Charleston,7678.914833143012,Applebee's Grill + Bar,False,$$,3.0,20,WV,5 Mile Radius
S-101 Charleston Town Ctr,American (Traditional),Bars,Tex-Mex,,Charleston,368.67720569824087,Chili's,False,$$,2.5,35,WV,2.5 Mile Radius
101 Capitol St,Bars,,,,Charleston,439.3744821896606,Bar 101,False,$$$,3.0,12,WV,2.5 Mile Radius
2501 Mountaineer Blvd,Chicken Wings,American (Traditional),Sports Bars,,Charleston,7292.10105409015,Buffalo Wild Wings,False,$$,2.0,38,WV,5 Mile Radius
405 Capitol St,American (New),Bars,Sandwiches,,Charleston,696.3126627620613,Bear's Den,False,$,3.0,10,WV,2.5 Mile Radius
3 Dudley Farms Ln,American (Traditional),Sports Bars,Burgers,,Charleston,6852.591069577835,Applebee's Grill + Bar,False,$$,2.0,19,WV,5 Mile Radius
210 Leon Sullivan Way,Gay Bars,Dance Clubs,,,Charleston,895.4004653269853,Broadway,False,$,2.5,7,WV,2.5 Mile Radius
5615 Macorkle Ave,Sports Bars,American (Traditional),Chicken Wings,,Charleston,7447.711116230981,Hooters,False,$$,2.0,17,WV,5 Mile Radius
400 2nd Ave,Cocktail Bars,,,,South Charleston,4600.034367084129,Mosa's Bar & Grill,False,$$,3.5,9,WV,5 Mile Radius
2 S Saint Clair St,American (Traditional),Pubs,,,Toledo,6330.012500395338,Ye Olde Durty Bird,False,$$,4.0,228,OH,5 Mile Radius
144 N Superior St,American (New),"Beer, Wine & Spirits",Cocktail Bars,,Toledo,6376.2498984269505,Registry Bistro,False,$$$,4.0,119,OH,5 Mile Radius
1809 Adams St,Cuban,Mexican,Bars,,Toledo,5420.728378640722,Carlos' Poco Loco,False,$$,4.0,94,OH,5 Mile Radius
2633 West Bancroft St,American (New),Bars,,,Toledo,407.2770004410678,Rasa Restaurant & Bar,False,$$,4.0,60,OH,2.5 Mile Radius
1516 Adams St,American (Traditional),Cocktail Bars,,,Toledo,5659.004126399322,Manhattan's Pub N' Cheer,False,$$,3.5,89,OH,5 Mile Radius
1701 Adams St,Bars,,,,Toledo,5504.098206491424,The Attic On Adams,False,$$,4.0,42,OH,5 Mile Radius
4452 Lewis Ave,Soup,Burgers,Bars,,Toledo,5521.615728902552,The Four Horsemen,False,$$,4.5,35,OH,5 Mile Radius
7 S Superior St,Hot Dogs,Hungarian,Sports Bars,,Toledo,6269.947919738371,Packo's At The Park,False,$$,3.5,95,OH,5 Mile Radius
1515 S Byrne Rd,American (Traditional),Beer Bar,Sandwiches,,Toledo,5825.4050973680405,DOC Watson's,False,$$,3.5,68,OH,5 Mile Radius
5305 Monroe St,Bars,Burgers,,,Toledo,5677.1018094309375,Bar 145,False,$$,3.0,151,OH,5 Mile Radius
4956 Monroe St,Bars,American (Traditional),,,Toledo,4481.359613734722,Nick & Jimmy's Bar & Grill,False,$$,3.5,65,OH,5 Mile Radius
1208 N Reynolds Rd,Mediterranean,American (New),Hookah Bars,,Toledo,4589.8983499334245,4 Seasons Cafe,False,$$,4.5,19,OH,5 Mile Radius
5333 Monroe St,American (New),Cocktail Bars,Wine Bars,,Toledo,5838.693488256796,Mancy's Ideal,False,$$$,3.5,70,OH,5 Mile Radius
5735 N Main St,American (New),Bars,,,Sylvania,9783.163562046584,Element 112,False,$$$,4.5,135,OH,7.5 Mile Radius
27 Broadway St,Steakhouses,Lounges,,,Toledo,6499.765265868897,Rockwell's Steakhouse & Lounge,False,$$$,4.0,44,OH,5 Mile Radius
601 Monroe St,Pubs,Irish,,,Toledo,6181.962987143596,The Blarney Irish Pub,False,$$,3.5,63,OH,5 Mile Radius
444 N Summit St,Bars,Tapas/Small Plates,American (Traditional),,Toledo,6764.090003417639,The Heights,False,$$$$,3.5,77,OH,5 Mile Radius
3550 Executive Pwky,Pubs,Beer Bar,,,Toledo,2316.345887935783,The Casual Pint - Toledo,False,$$,4.0,32,OH,2.5 Mile Radius
